No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date,AH Close,AH Change
21,AREC,American Resources Corporation,Energy,Thermal Coal,USA,62.02M,-,5.93,-,8.50,-,77.52,-,-,-,-1.53,20.60%,264.70%,-,-,-,101.60%,-83.30%,26.79M,16.28M,31.20%,0.00%,1.10%,-18.62%,3.49%,0.15,-129.90%,123.00%,-,0.10,0.00,-,-,-,-,-,-9.29%,12.93%,19.42%,39.50%,207.86%,163.49%,-,0.17,7.14%,10.83%,-7.50%,2.00%,25.75%,-31.69%,31.75%,-66.33%,418.75%,47.75,-1.19%,1.20%,2.50,3.90M,0.16,1.66,0.00%,"616,836",-,-,11/25/2015,-,-
22,ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA,9.60M,-,-,-,-,0.73,4.57,-,-,-,-1.29,-25.60%,6.10%,-,-,-,20.50%,-,15.11M,10.37M,11.48%,0.00%,28.85%,-0.34%,5.55%,0.25,-106.00%,-118.10%,-,4.70,4.70,0.00,0.00,-,-,-,-4.98%,4.41%,-21.57%,-55.08%,-75.23%,-76.88%,-,0.06,8.62%,10.32%,7.33%,13.18%,-31.80%,-19.89%,47.43%,-84.97%,47.43%,56.29,6.45%,0.04%,3.00,2.30M,2.20,0.66,6.49%,"5,000,777",-,-,11/14/2017,-,-
23,ASLN,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore,63.77M,-,-,-,336.15,-,4.40,-,-,-,-1.33,-5.20%,-74.40%,-14.80%,-,-,59.70%,-,37.99M,37.99M,-,-,10.60%,-2.33%,0.06%,0.06,-190.20%,-,-283.20%,3.20,3.20,-,-,-,-,-,-9.01%,15.43%,5.21%,-4.72%,-14.77%,-0.49%,-,0.14,4.95%,8.58%,-0.85%,6.44%,14.44%,-21.54%,35.92%,-32.28%,132.53%,50.25,-3.50%,-0.99%,2.30,423.48K,0.55,1.93,-4.46%,"229,904",-,-,5/4/2018,-,-
24,ASTC,Astrotech Corporation,Industrials,Aerospace & Defense,USA,37.15M,-,-,-,61.92,-,19.55,-,-,-,-1.24,14.10%,-,12.90%,-,-1.00%,26.10%,13900.00%,18.56M,14.53M,13.37%,0.00%,5.60%,5.86%,0.54%,0.02,-164.60%,-,-219.30%,0.70,0.50,-,-,10.40%,-,-,2.13%,10.34%,28.85%,-33.56%,6.08%,6.67%,-0.76,0.13,7.33%,7.13%,2.06%,1.47%,-18.33%,-68.89%,22.44%,-75.35%,94.90%,52.30,-0.52%,0.00%,-,3.36M,0.11,1.91,-0.52%,"379,493",-,-,12/21/1995,-,-
25,ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia,53.07M,-,-,-,-,4.51,-,-,-,-,-0.69,25.00%,-,-5.10%,-,-,2.90%,-,15.36M,12.46M,18.70%,0.00%,4.30%,18.16%,2.90%,0.16,-92.10%,-117.50%,-,3.60,3.60,0.00,0.00,-,-,-,5.33%,-1.25%,-34.17%,150.95%,100.00%,102.56%,1.66,0.19,6.21%,6.76%,1.46%,-2.93%,13.11%,-57.82%,38.53%,-70.68%,439.29%,49.37,-4.43%,0.00%,-,2.29M,0.12,1.51,-4.43%,"283,464",-,-,9/5/2002,-,-
26,ATIF,ATIF Holdings Limited,Financial,Capital Markets,China,36.47M,-,-,-,30.39,3.19,15.86,-,-,-,-0.10,-75.80%,-,-,-,-,-291.20%,-82.40%,37.08M,11.38M,77.84%,0.00%,0.40%,201.33%,0.37%,0.04,-,-,3.50%,4.60,4.60,0.00,0.00,-,-,-,-2.34%,-5.24%,-37.39%,-64.22%,-63.67%,-64.04%,-,0.04,4.01%,5.69%,-9.18%,-25.37%,-53.94%,-58.12%,3.08%,-82.13%,3.08%,30.80,-4.95%,0.54%,-,1.05M,1.53,0.67,-4.44%,"1,596,126",-,-,5/3/2019,-,-
27,AVCO,Avalon GloboCare Corp.,Healthcare,Medical Care Facilities,USA,94.46M,-,-,-,67.47,16.43,67.47,-,-,-,-0.19,-122.80%,-,-,-,-,20.90%,-25.00%,80.62M,27.90M,65.73%,0.00%,3.30%,-0.26%,7.02%,5.37,-140.60%,-329.20%,-251.70%,0.90,-,0.62,0.00,32.60%,-,-,-1.71%,-4.17%,0.00%,-27.90%,-41.03%,-40.41%,0.54,0.06,4.87%,5.24%,1.40%,3.47%,-13.89%,-7.52%,16.04%,-43.93%,146.00%,54.65,6.96%,0.00%,-,364.71K,1.02,1.23,6.96%,"368,707",-,-,12/6/2016,-,-
28,AZRX,"AzurRx BioPharma, Inc.",Healthcare,Biotechnology,USA,23.99M,-,-,-,-,1.59,2.10,-,-,-,-0.88,22.80%,42.10%,-22.50%,-,-,-181.20%,-,28.52M,27.04M,11.09%,0.00%,5.20%,11.04%,0.64%,1.09,-243.00%,-472.30%,-,4.40,4.40,0.00,0.00,-,-,-,-0.36%,0.66%,3.46%,-15.21%,-22.76%,-24.99%,1.77,0.05,6.76%,5.79%,3.87%,6.06%,2.35%,-6.90%,20.86%,-58.22%,118.38%,58.10,5.13%,-1.24%,2.00,158.42K,1.50,0.81,3.82%,"234,859",-,-,10/11/2016,-,-
29,BBI,"Brickell Biotech, Inc.",Healthcare,Biotechnology,USA,38.04M,-,-,-,15.22,1.06,1.88,-,-,-,-2.41,13.60%,31.00%,19.10%,-,-12.30%,90.70%,-91.70%,53.52M,52.23M,1.20%,8.86%,9.90%,-8.54%,1.11%,0.26,-114.80%,-187.40%,-291.40%,3.50,3.50,0.01,0.03,-,-,-,-0.11%,19.45%,-9.04%,-37.94%,-51.71%,-52.83%,0.30,0.04,4.61%,5.86%,7.05%,13.78%,-23.02%,-23.85%,57.68%,-81.54%,57.68%,62.58,4.99%,-1.07%,1.50,2.24M,1.34,0.73,3.86%,"2,976,820",Nov 12/a,-,3/10/1993,-,-
30,BBW,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail,USA,66.99M,-,13.77,-,0.25,1.09,2.60,3.37,-,-,-1.83,101.40%,127.80%,-59.30%,30.00%,-2.20%,127.40%,6.10%,15.00M,13.32M,9.00%,-28.79%,61.10%,-8.47%,5.03%,4.11,-9.90%,-40.70%,0.30%,1.00,0.40,0.00,0.00,41.40%,-8.80%,-10.30%,-8.22%,5.90%,31.95%,98.56%,34.09%,27.47%,1.89,0.30,5.18%,6.85%,-6.12%,2.48%,48.61%,-17.19%,41.83%,-28.35%,302.97%,45.99,-2.16%,0.73%,2.00,162.84K,0.27,4.07,-1.45%,"43,345",Dec 03/b,7.50,10/28/2004,-,-
31,BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,Communication Services,Electronic Gaming & Multimedia,China,31.24M,3.03,-,-,1.47,0.65,2.74,-,-,-,0.28,13.50%,-,-,-,-,-88.40%,-66.70%,35.14M,12.87M,64.75%,0.00%,2.50%,172.31%,5.10%,0.92,-,-,17.80%,3.40,3.40,0.00,0.04,-,-,-,-8.07%,-1.78%,-15.53%,-32.42%,-65.66%,-57.98%,-,0.06,5.37%,7.01%,-5.11%,-3.22%,-17.61%,-26.07%,11.65%,-68.39%,34.78%,44.00,0.62%,0.04%,-,710.68K,0.72,0.85,0.65%,"508,308",-,-,7/26/2019,-,-
32,BHTG,"BioHiTech Global, Inc.",Industrials,Pollution & Treatment Controls,USA,28.02M,-,-,-,6.37,-,5.60,-,-,-,-0.63,49.90%,75.40%,0.00%,-,22.70%,-27.00%,-50.00%,22.05M,18.17M,6.30%,0.22%,1.80%,9.00%,0.34%,0.15,-20.30%,255.60%,-21.60%,0.50,0.50,-,-,-8.10%,-,-,0.00%,-4.03%,-3.25%,-20.67%,-24.20%,-30.00%,1.47,0.08,4.18%,6.95%,-5.04%,-3.26%,-12.75%,-27.94%,9.38%,-72.16%,21.29%,45.27,2.08%,0.84%,2.00,420.13K,1.17,1.23,2.94%,"484,759",Nov 16/a,2.00,10/28/2015,-,-
33,BIOC,"Biocept, Inc.",Healthcare,Diagnostics & Research,USA,68.83M,-,-,-,6.43,2.52,4.07,-,-,-,-3.96,86.40%,64.00%,-,40.00%,110.60%,82.60%,340.00%,13.40M,12.49M,0.02%,0.00%,14.90%,-11.34%,3.60%,0.70,-89.80%,-125.10%,-178.70%,2.90,2.50,0.06,0.11,-32.30%,-,-,-9.66%,3.70%,12.77%,-32.01%,97.76%,66.78%,0.89,0.44,5.52%,7.49%,-2.19%,2.00%,-7.87%,-23.70%,17.89%,-62.73%,129.41%,48.41,-1.12%,2.73%,2.00,640.15K,1.27,4.85,1.57%,"807,860",Nov 12/a,-,2/5/2014,-,-
34,BLRX,BioLineRx Ltd.,Healthcare,Biotechnology,Israel,59.27M,-,-,-,-,2.08,-,-,-,-,-1.97,45.50%,0.70%,-,-,-,-,-,22.62M,19.77M,-,-,28.83%,-,11.46%,0.40,-,-,-,-,-,-,-,-,-,-,-27.62%,-0.76%,60.74%,48.86%,23.58%,16.44%,-,0.31,12.49%,10.17%,2.13%,16.66%,40.33%,-29.81%,86.51%,-29.81%,146.12%,51.93,0.43%,-0.76%,1.70,5.64M,0.21,2.61,-0.34%,"1,192,265",Nov 23/b,-,7/25/2011,-,-
35,BOXL,Boxlight Corporation,Technology,Communication Equipment,USA,86.01M,-,43.75,-,3.04,1.75,8.96,-,-,-,-0.62,-21.60%,113.80%,-50.40%,-,-,-116.90%,-15.90%,44.22M,38.01M,1.00%,-83.75%,13.80%,52.88%,10.69%,1.10,-22.60%,-80.70%,-141.80%,1.80,1.10,0.25,0.51,24.60%,-33.10%,-38.30%,2.34%,19.05%,22.38%,114.83%,60.55%,57.66%,-,0.14,7.38%,7.92%,3.88%,9.72%,25.21%,-14.39%,31.40%,-63.55%,413.64%,53.86,-1.45%,-1.71%,1.70,3.69M,0.53,1.70,-3.14%,"1,936,366",Nov 16/a,-,11/30/2017,-,-
36,BPT,BP Prudhoe Bay Royalty Trust,Energy,Oil & Gas Refining & Marketing,USA,59.85M,3.90,-,-,3.61,-,299.27,-,15.25%,106.50%,0.71,-57.70%,-,-26.70%,-,-26.50%,-102.40%,-,21.40M,21.40M,1.00%,0.00%,2.20%,-25.25%,4.47%,3.12,-,-,5320.80%,-,-,-,-,-,-,92.10%,-17.51%,61.63%,73.75%,-26.06%,-59.06%,-59.59%,0.50,0.33,8.09%,14.24%,2.19%,42.72%,-3.80%,-32.00%,129.37%,-69.50%,129.37%,55.02,3.96%,0.00%,-,306.98K,1.28,2.89,3.96%,"387,790",-,-,5/23/1989,-,-
37,BRQS,"Borqs Technologies, Inc.",Technology,Software - Application,China,43.69M,-,-,-,0.44,-,43.69,-,-,-,-0.95,61.80%,-,-,-,-,-956.20%,-53.80%,31.71M,18.82M,26.85%,0.00%,17.20%,2.87%,1.29%,0.11,-35.30%,-,107.20%,0.40,0.30,-,-,0.60%,-29.40%,-34.80%,2.88%,5.94%,7.00%,-29.14%,-71.69%,-40.56%,2.03,0.10,7.71%,9.87%,-3.05%,-2.60%,-20.77%,-30.00%,19.32%,-87.50%,29.47%,48.27,-1.87%,0.00%,-,2.20M,0.50,1.05,-1.87%,"1,088,579",-,-,11/5/2015,-,-
38,BWEN,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery,USA,87.05M,-,18.24,-,0.42,2.16,34.82,-,-,-,-0.07,81.70%,700.00%,-18.50%,24.00%,-4.60%,-7.50%,18.40%,16.87M,14.44M,3.40%,-4.20%,44.90%,8.89%,0.90%,0.39,-0.80%,-2.60%,-4.30%,1.10,0.60,0.27,0.49,9.30%,0.40%,-0.50%,26.76%,15.63%,89.47%,40.99%,213.95%,225.30%,1.56,0.43,11.25%,9.70%,33.91%,42.76%,80.15%,4.46%,93.07%,1.21%,422.32%,74.36,0.86%,7.41%,2.00,331.18K,5.39,5.85,8.33%,"1,768,269",Nov 04/b,6.00,3/29/2004,-,-
39,BXRX,"Baudax Bio, Inc.",Healthcare,Biotechnology,USA,29.60M,-,-,-,74.01,-,1.20,-,-,-,-5.85,57.10%,81.70%,-,-,-,154.80%,-,29.09M,24.45M,1.60%,0.00%,24.50%,-11.92%,6.52%,0.88,-100.10%,168.90%,-,1.50,1.40,-,-,-,-,-,-4.88%,-5.77%,-68.29%,-73.85%,-85.57%,-85.57%,-,0.07,3.95%,6.63%,-3.97%,-18.72%,-62.70%,-62.98%,8.76%,-89.60%,8.76%,41.23,4.46%,1.12%,1.70,1.81M,2.10,1.05,5.63%,"3,763,840",-,-,11/14/2019,-,-
40,CANF,Can-Fite BioPharma Ltd.,Healthcare,Biotechnology,Israel,28.36M,-,-,-,35.23,2.92,-,-,-,-,-1.47,63.60%,45.80%,-,-,-,-,-81.70%,15.41M,14.76M,1.19%,0.00%,7.72%,-,2.03%,0.68,-,-,-,-,-,-,-,-,-,-,-3.16%,-0.81%,5.08%,3.37%,-37.84%,-44.24%,-,0.11,3.18%,6.25%,-1.55%,0.40%,-2.16%,-17.12%,12.20%,-54.69%,70.37%,48.59,-1.08%,1.09%,2.00,444.35K,1.58,1.84,0.00%,"694,441",Nov 30/b,-,11/1/2012,-,-
41,CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,USA,82.18M,-,-,-,164.36,2.58,2.33,-,-,-,-1.07,60.10%,-14.80%,17.30%,-,-26.80%,53.90%,-88.10%,20.45M,19.93M,0.50%,0.00%,6.10%,33.52%,5.45%,2.01,-44.40%,-55.80%,-75.80%,15.60,15.60,0.12,0.12,-,-,-,-5.92%,-7.67%,-22.31%,-19.14%,245.91%,210.16%,6.67,0.24,4.00%,5.90%,-7.09%,-9.15%,-15.32%,-21.85%,1.83%,-68.34%,343.17%,37.65,-3.23%,1.51%,2.00,542.07K,0.90,3.90,-1.77%,"482,908",Nov 12/a,-,6/20/2002,-,-
42,CATB,"Catabasis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,41.62M,-,-,-,-,0.83,-,-,-,-,-2.14,54.10%,65.70%,31.70%,-,-,0.20%,-,20.08M,20.06M,0.13%,0.00%,51.00%,2.84%,2.34%,0.09,-65.00%,-73.70%,-,8.00,8.00,0.00,0.00,-,-,-,-0.47%,55.88%,-66.08%,-71.23%,-63.13%,-64.13%,2.17,0.20,7.79%,13.06%,23.44%,-5.59%,-53.82%,-63.23%,90.00%,-72.35%,90.00%,58.85,12.03%,0.00%,3.00,5.00M,0.46,2.38,12.03%,"2,259,192",-,-,6/25/2015,-,-
43,CCLP,CSI Compressco LP,Energy,Oil & Gas Equipment & Services,USA,50.09M,-,-,-,0.13,-,3.00,-,3.48%,-,-1.10,49.80%,14.30%,-24.00%,3.70%,11.00%,-247.00%,-30.30%,47.34M,30.07M,0.60%,26.62%,38.00%,1.18%,0.42%,1.65,-6.60%,-225.20%,4.90%,1.50,1.00,-,-,36.00%,1.10%,-13.40%,1.67%,40.99%,30.56%,44.94%,-55.47%,-57.68%,2.09,0.08,6.82%,8.71%,6.07%,22.72%,37.88%,-8.73%,53.33%,-58.03%,229.99%,60.51,0.00%,0.10%,4.50,76.33K,1.37,1.15,0.10%,"103,677",Nov 02/b,-,6/15/2011,-,-
44,CCNC,Code Chain New Continent Limited,Industrials,Waste Management,China,45.80M,-,-,-,5.15,1.79,9.74,-,-,-,-0.03,-12.60%,-,-,-,-,-292.90%,-62.70%,28.79M,17.86M,13.60%,0.00%,-,123.79%,0.29%,0.07,-,-,-7.00%,2.90,2.60,0.00,0.02,-3.60%,-,-,-20.42%,-8.98%,68.87%,-22.84%,68.01%,26.67%,0.92,0.17,9.91%,9.81%,-0.55%,-0.52%,2.31%,-60.00%,118.58%,-60.00%,134.25%,49.84,3.14%,4.61%,-,739.98K,0.17,1.64,7.89%,"123,495",-,-,12/29/2015,-,-
45,CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,USA,94.57M,-,-,-,9.27,3.12,2.08,-,-,-,-1.65,48.80%,-7.10%,-9.90%,-,-,-619.50%,-87.40%,43.21M,35.34M,0.90%,33.17%,65.30%,5.77%,4.44%,5.36,-92.70%,-165.60%,-87.30%,1.80,1.80,0.00,0.27,-,-,-,2.91%,-12.40%,-27.40%,-47.00%,-16.54%,-44.79%,1.68,0.17,6.94%,7.87%,-1.99%,-13.58%,-30.51%,-35.17%,16.48%,-52.36%,63.08%,44.42,-2.75%,2.83%,1.70,292.52K,1.60,2.12,0.00%,"463,844",Nov 05/a,-,4/15/2015,-,-
46,CETX,"Cemtrex, Inc.",Industrials,Conglomerates,USA,24.10M,-,-,-,0.55,0.49,1.64,-,-,-,-3.04,28.60%,-,-68.40%,-,-3.80%,72.30%,-22.90%,16.74M,14.89M,12.17%,0.00%,8.40%,-0.79%,5.94%,0.71,-,-,-18.50%,2.20,1.80,0.27,0.47,42.30%,-,-,14.06%,18.70%,31.53%,-8.75%,15.87%,12.31%,2.20,0.09,7.16%,8.01%,22.50%,35.72%,33.92%,6.58%,62.00%,-56.80%,170.00%,73.58,5.19%,5.48%,2.00,1.25M,2.94,1.62,10.96%,"3,653,880",-,-,11/4/2003,-,-
47,CHEK,Check-Cap Ltd.,Healthcare,Diagnostics & Research,Israel,15.51M,-,-,-,-,0.69,0.72,-,-,-,-1.01,33.60%,36.40%,12.40%,-,-,79.50%,-,46.24M,42.68M,8.59%,0.00%,4.50%,-24.10%,1.83%,0.49,-90.10%,-112.20%,-,8.30,8.30,0.00,0.00,-,-,-,3.55%,-4.51%,-0.35%,-39.39%,-80.42%,-80.30%,0.40,0.03,6.89%,9.10%,8.90%,17.18%,-27.54%,-13.38%,60.41%,-83.55%,60.41%,62.43,3.95%,10.68%,2.00,1.59M,9.40,0.39,15.05%,"14,798,395",-,-,3/18/2015,-,-
48,CJJD,"China Jo-Jo Drugstores, Inc.",Healthcare,Pharmaceutical Retailers,China,39.44M,-,-,-,0.31,1.35,1.81,-,-,-,-0.12,-453.40%,-,-38.70%,30.00%,8.80%,-5.80%,8.50%,37.96M,28.51M,24.90%,0.00%,18.10%,6.40%,2.02%,0.90,-4.30%,-16.10%,-12.80%,1.20,0.90,0.11,1.05,22.10%,-3.60%,-3.30%,2.97%,4.00%,8.62%,-45.83%,-42.54%,-42.86%,0.55,0.06,4.64%,5.23%,-3.25%,0.95%,-29.72%,-18.38%,15.93%,-70.51%,27.52%,47.25,-5.54%,3.85%,-,635.46K,0.75,1.02,-1.90%,"471,749",-,-,5/16/2008,-,-
49,CLBS,"Caladrius Biosciences, Inc.",Healthcare,Biotechnology,USA,28.31M,-,-,-,-,0.72,0.70,-,-,-,-0.63,-12.40%,40.80%,35.50%,-,-,39.10%,-,18.60M,17.03M,1.00%,40.13%,19.20%,16.64%,0.89%,0.80,-23.80%,-28.00%,-,9.90,9.90,0.00,0.00,-,-,-,0.00%,0.69%,-14.12%,-19.78%,-34.53%,-41.83%,1.57,0.11,5.62%,7.29%,-0.72%,-2.33%,-19.27%,-15.56%,21.60%,-58.24%,44.76%,49.32,3.40%,0.68%,2.30,190.07K,1.24,1.52,4.11%,"233,344",Nov 05/a,-,11/3/1995,-,-
50,CLIR,ClearSign Technologies Corporation,Industrials,Pollution & Treatment Controls,USA,99.89M,-,-,-,-,8.13,-,-,-,-,-0.25,23.60%,8.30%,16.20%,-,-,23.70%,-,27.84M,21.70M,0.20%,173.76%,8.20%,2.46%,3.97%,4.20,-63.90%,-77.90%,-,7.00,7.00,0.03,0.03,-,-,-,15.69%,36.64%,39.65%,67.72%,277.38%,315.74%,1.03,0.25,12.97%,9.76%,19.27%,29.50%,81.24%,-8.86%,49.55%,-19.95%,840.00%,69.53,2.49%,1.26%,2.00,205.14K,2.08,3.29,3.79%,"422,185",Nov 19/a,4.00,4/25/2012,-,-
51,CNET,ZW Data Action Technologies Inc.,Communication Services,Advertising Agencies,China,33.56M,-,-,-,0.73,3.05,67.12,111.87,-,-,-0.19,91.70%,-,44.30%,10.00%,8.90%,-161.30%,-20.60%,21.72M,20.19M,22.54%,0.00%,0.40%,-3.67%,0.63%,0.07,-22.30%,-37.00%,-14.50%,1.30,1.30,0.01,0.01,9.50%,-9.00%,-8.70%,-1.54%,-12.33%,2.40%,4.92%,8.47%,9.87%,1.79,0.19,8.14%,11.71%,-13.53%,-13.62%,9.09%,-60.06%,3.26%,-60.06%,135.16%,42.96,-0.77%,0.00%,-,1.78M,0.26,1.27,-0.77%,"465,623",-,-,10/15/2007,-,-
52,CPHI,"China Pharma Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China,18.57M,-,-,-,1.69,2.33,61.89,-,-,-,-0.47,-92.60%,-,12.10%,10.00%,-13.20%,-44.10%,0.00%,43.58M,21.94M,0.30%,0.00%,3.00%,7.80%,0.71%,0.28,-91.70%,-240.90%,-149.00%,0.40,0.10,0.11,0.62,15.30%,-,-,-4.52%,-0.02%,13.57%,-32.56%,73.63%,77.36%,0.43,0.04,6.41%,11.49%,0.26%,6.18%,-2.48%,-22.99%,24.46%,-67.11%,104.67%,54.32,9.64%,0.00%,2.00,565.87K,2.66,0.46,9.64%,"1,488,763",-,-,4/17/2002,-,-
53,CPSS,"Consumer Portfolio Services, Inc.",Financial,Credit Services,USA,94.22M,5.68,5.75,0.28,0.30,0.74,8.34,0.40,-,0.00%,0.74,-62.20%,-19.49%,-24.60%,20.00%,2.90%,106.40%,-13.70%,22.67M,14.07M,2.50%,-21.51%,49.90%,0.03%,1.78%,1.71,0.70%,12.20%,0.20%,-,-,16.59,16.59,66.60%,11.80%,5.50%,3.21%,4.50%,27.44%,52.55%,27.83%,24.04%,2.59,0.20,6.30%,4.02%,1.98%,2.60%,32.63%,-11.32%,22.42%,-18.95%,315.00%,56.69,0.16%,-0.87%,2.00,145.83K,0.23,4.15,-0.72%,"32,761",Oct 20/b,4.50,10/22/1992,-,-
54,CSCW,"Color Star Technology Co., Ltd.",Basic Materials,Building Materials,USA,27.79M,-,-,-,-,0.89,27.79,-,-,-,-0.44,61.00%,-,27.10%,20.00%,-,72.00%,-,54.86M,40.66M,23.76%,0.00%,0.60%,236.45%,2.65%,0.40,-27.30%,-393.30%,-,6.00,-,0.00,0.00,-,-,-,-1.90%,1.22%,8.58%,-40.31%,-72.99%,-65.13%,2.16,0.04,4.74%,8.57%,-4.61%,-4.93%,-26.48%,-35.19%,13.65%,-75.77%,64.47%,46.05,0.99%,0.38%,-,2.71M,0.48,0.51,1.37%,"1,275,470",-,-,6/16/2008,-,-
55,CTHR,"Charles & Colvard, Ltd.",Consumer Cyclical,Luxury Goods,USA,37.69M,-,13.10,-,1.28,0.89,2.73,94.22,-,-,-0.19,-309.00%,66.67%,2.90%,30.00%,2.60%,327.50%,3.90%,28.79M,25.65M,5.40%,58.45%,26.00%,23.72%,0.19%,0.23,-10.90%,-12.60%,-14.90%,5.10,3.30,0.01,0.02,47.10%,-19.00%,-18.60%,-2.24%,20.18%,55.21%,85.82%,-5.07%,-7.75%,0.39,0.06,3.26%,4.71%,3.26%,21.32%,59.99%,-4.41%,60.49%,-18.75%,116.67%,63.05,-0.76%,0.00%,2.00,209.81K,0.73,1.30,-0.76%,"152,445",-,1.50,11/14/1997,-,-
56,CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,59.53M,-,0.50,-,-,1.61,7.00,-,-,-,-0.55,33.90%,353.06%,-6.20%,-,-,43.80%,-,41.60M,39.44M,22.20%,0.00%,13.40%,3.53%,2.44%,1.26,-53.90%,-69.20%,-,2.40,2.40,0.01,0.01,-,-,-,3.74%,18.27%,7.77%,27.59%,46.01%,8.82%,1.55,0.06,4.74%,6.62%,1.32%,5.57%,12.47%,-13.39%,26.02%,-44.16%,165.06%,53.55,-0.90%,0.00%,2.00,765.31K,0.54,1.10,-0.90%,"409,453",-,-,10/2/2014,-,-
57,CVU,"CPI Aerostructures, Inc.",Industrials,Aerospace & Defense,USA,48.06M,-,30.38,-,0.59,-,7.17,22.89,-,-,-0.51,52.70%,159.10%,33.90%,9.00%,17.10%,32.50%,-2.00%,11.86M,10.24M,1.70%,0.00%,38.80%,-1.93%,1.16%,1.44,-13.40%,69.10%,-10.50%,1.50,1.20,-,-,9.40%,-5.30%,-7.40%,10.62%,35.70%,56.71%,16.83%,-40.79%,-41.32%,1.75,0.20,6.41%,5.85%,9.39%,33.38%,34.87%,-6.10%,71.12%,-45.00%,198.46%,66.83,-3.02%,0.53%,3.00,82.34K,0.37,3.85,-2.50%,"30,542",Nov 12/b,2.50,9/17/1992,-,-
58,CWBR,"CohBar, Inc.",Healthcare,Biotechnology,USA,84.23M,-,-,-,-,3.50,3.60,-,-,-,-0.34,20.00%,-6.50%,-16.70%,-,-,17.50%,-,50.20M,43.88M,2.70%,0.41%,12.40%,51.11%,4.30%,3.77,-97.40%,-150.60%,-,10.30,10.30,0.16,0.19,-,-,-,0.76%,14.66%,35.65%,-41.15%,-19.39%,-16.87%,2.68,0.11,10.16%,8.00%,4.53%,20.89%,-14.34%,-14.56%,54.29%,-68.24%,58.82%,56.77,3.85%,-2.26%,2.00,500.02K,0.79,1.35,1.50%,"389,423",Nov 16/a,-,1/28/2015,-,-
59,CXDC,China XD Plastics Company Limited,Consumer Cyclical,Auto Parts,China,73.76M,-,-,-,0.07,0.09,0.35,-,-,-,-2.95,-95.60%,-,-52.30%,-,5.50%,-387.00%,-22.30%,67.92M,34.67M,42.40%,0.00%,26.70%,-2.82%,0.28%,1.15,-2.90%,-9.80%,3.00%,1.20,0.70,0.73,1.69,12.00%,-2.90%,-7.90%,-0.47%,-12.08%,-5.80%,-9.05%,-45.23%,-41.06%,1.11,0.03,2.19%,2.69%,-2.69%,-5.49%,1.73%,-11.99%,8.38%,-54.91%,74.59%,44.19,4.77%,-0.47%,-,85.78K,0.81,1.10,4.27%,"69,180",Nov 16/b,-,9/27/2007,-,-
60,DARE,"Dare Bioscience, Inc.",Healthcare,Biotechnology,USA,40.14M,-,-,-,-,-,7.43,-,-,-,-0.90,38.00%,17.10%,43.00%,-,-,-18.10%,-,37.99M,35.23M,8.30%,0.00%,5.90%,48.57%,0.98%,0.36,-269.50%,-,-,0.90,0.90,-,-,-,-,-,12.93%,2.34%,32.50%,24.76%,49.71%,59.76%,2.22,0.12,9.09%,9.33%,9.34%,23.71%,33.89%,-10.00%,52.43%,-35.14%,92.00%,61.05,14.29%,-3.82%,2.00,968.38K,2.08,1.44,9.92%,"1,993,108",Nov 12/a,-,4/10/2014,-,-
61,DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,46.58M,-,-,-,-,1.58,2.13,-,-,-,-0.50,78.90%,21.40%,58.90%,-,-,88.40%,-,64.01M,63.88M,0.10%,79.21%,10.70%,-2.23%,1.06%,0.68,-56.00%,-63.50%,-,8.40,8.40,0.00,0.00,-,-,-,0.00%,2.90%,-12.35%,-28.97%,66.47%,54.11%,1.60,0.06,6.44%,8.14%,1.12%,-2.56%,-10.03%,-21.49%,21.68%,-53.39%,198.32%,51.76,0.78%,4.23%,-,1.00M,1.21,0.75,5.04%,"1,198,833",-,-,10/17/2003,-,-
